start_time,end_time,dir,label,ip,frame_len_min,frame_diff_msec
20240105_110000,20240105_115900,70,0,172.23.204.91,3000,2000
20240105_110000,20240105_115900,71,0,172.23.204.91,3000,2000
20240105_120000,20240105_125900,10,0,172.23.204.91,3000,2000
20240105_120000,20240105_125900,11,0,172.23.204.91,3000,2000
20240105_120000,20240105_125900,30,0,172.23.204.91,3000,2000
20240105_120000,20240105_125900,31,0,172.23.204.91,3000,2000
20240105_120000,20240105_125900,50,0,172.23.204.91,3000,2000
20240105_120000,20240105_125900,51,0,172.23.204.91,3000,2000
20240105_120000,20240105_125900,70,0,172.23.204.91,3000,2000
20240105_120000,20240105_125900,71,0,172.23.204.91,3000,2000
20240105_130000,20240105_135900,10,0,172.23.204.91,3000,2000
20240105_130000,20240105_135900,11,0,172.23.204.91,3000,2000
20240105_130000,20240105_135900,30,0,172.23.204.91,3000,2000
20240105_130000,20240105_135900,31,0,172.23.204.91,3000,2000
20240105_130000,20240105_135900,50,0,172.23.204.91,3000,2000
20240105_130000,20240105_135900,51,0,172.23.204.91,3000,2000
20240105_130000,20240105_135900,70,0,172.23.204.91,3000,2000
20240105_130000,20240105_135900,71,0,172.23.204.91,3000,2000
20240105_140000,20240105_145900,10,0,172.23.204.91,3000,2000
20240105_140000,20240105_145900,11,0,172.23.204.91,3000,2000
20240105_140000,20240105_145900,30,0,172.23.204.91,3000,2000
20240105_140000,20240105_145900,31,0,172.23.204.91,3000,2000
20240105_140000,20240105_145900,50,0,172.23.204.91,3000,2000
20240105_140000,20240105_145900,51,0,172.23.204.91,3000,2000
20240105_140000,20240105_145900,70,0,172.23.204.91,3000,2000
20240105_140000,20240105_145900,71,0,172.23.204.91,3000,2000
20240105_150000,20240105_155900,10,0,172.23.204.91,3000,2000
20240105_150000,20240105_155900,11,0,172.23.204.91,3000,2000
20240105_150000,20240105_155900,30,0,172.23.204.91,3000,2000
20240105_150000,20240105_155900,31,0,172.23.204.91,3000,2000
20240105_150000,20240105_155900,50,0,172.23.204.91,3000,2000
20240105_150000,20240105_155900,51,0,172.23.204.91,3000,2000
20240105_150000,20240105_155900,70,0,172.23.204.91,3000,2000
20240105_150000,20240105_155900,71,0,172.23.204.91,3000,2000
20240105_160000,20240105_165900,10,0,172.23.204.91,3000,2000
20240105_160000,20240105_165900,11,0,172.23.204.91,3000,2000
20240105_160000,20240105_165900,30,0,172.23.204.91,3000,2000
20240105_160000,20240105_165900,31,0,172.23.204.91,3000,2000
20240105_160000,20240105_165900,50,0,172.23.204.91,3000,2000
20240105_160000,20240105_165900,51,0,172.23.204.91,3000,2000
20240105_160000,20240105_165900,70,0,172.23.204.91,3000,2000
20240105_160000,20240105_165900,71,0,172.23.204.91,3000,2000
20240105_060000,20240105_065900,10,0,172.23.204.95,3000,2000
20240105_060000,20240105_065900,11,0,172.23.204.95,3000,2000
20240105_060000,20240105_065900,30,0,172.23.204.95,3000,2000
20240105_060000,20240105_065900,31,0,172.23.204.95,3000,2000
20240105_060000,20240105_065900,50,0,172.23.204.95,3000,2000
20240105_060000,20240105_065900,51,0,172.23.204.95,3000,2000
20240105_060000,20240105_065900,70,0,172.23.204.95,3000,2000
20240105_060000,20240105_065900,71,0,172.23.204.95,3000,2000
20240105_070000,20240105_075900,10,0,172.23.204.95,3000,2000
20240105_070000,20240105_075900,11,0,172.23.204.95,3000,2000
20240105_070000,20240105_075900,30,0,172.23.204.95,3000,2000
20240105_070000,20240105_075900,31,0,172.23.204.95,3000,2000
20240105_070000,20240105_075900,50,0,172.23.204.95,3000,2000
20240105_070000,20240105_075900,51,0,172.23.204.95,3000,2000
20240105_070000,20240105_075900,70,0,172.23.204.95,3000,2000
20240105_070000,20240105_075900,71,0,172.23.204.95,3000,2000
20240105_080000,20240105_085900,10,0,172.23.204.95,3000,2000
20240105_080000,20240105_085900,11,0,172.23.204.95,3000,2000
20240105_080000,20240105_085900,30,0,172.23.204.95,3000,2000
20240105_080000,20240105_085900,31,0,172.23.204.95,3000,2000
20240105_080000,20240105_085900,50,0,172.23.204.95,3000,2000
20240105_080000,20240105_085900,51,0,172.23.204.95,3000,2000
20240105_080000,20240105_085900,70,0,172.23.204.95,3000,2000
20240105_080000,20240105_085900,71,0,172.23.204.95,3000,2000
20240105_090000,20240105_095900,10,0,172.23.204.95,3000,2000
20240105_090000,20240105_095900,11,0,172.23.204.95,3000,2000
20240105_090000,20240105_095900,30,0,172.23.204.95,3000,2000
20240105_090000,20240105_095900,31,0,172.23.204.95,3000,2000
20240105_090000,20240105_095900,50,0,172.23.204.95,3000,2000
20240105_090000,20240105_095900,51,0,172.23.204.95,3000,2000
20240105_090000,20240105_095900,70,0,172.23.204.95,3000,2000
20240105_090000,20240105_095900,71,0,172.23.204.95,3000,2000
20240105_100000,20240105_105900,10,0,172.23.204.95,3000,2000
20240105_100000,20240105_105900,11,0,172.23.204.95,3000,2000
20240105_100000,20240105_105900,30,0,172.23.204.95,3000,2000
20240105_100000,20240105_105900,31,0,172.23.204.95,3000,2000
20240105_100000,20240105_105900,50,0,172.23.204.95,3000,2000
20240105_100000,20240105_105900,51,0,172.23.204.95,3000,2000
20240105_100000,20240105_105900,70,0,172.23.204.95,3000,2000
20240105_100000,20240105_105900,71,0,172.23.204.95,3000,2000
20240105_110000,20240105_115900,10,0,172.23.204.95,3000,2000
20240105_110000,20240105_115900,11,0,172.23.204.95,3000,2000
20240105_110000,20240105_115900,30,0,172.23.204.95,3000,2000
20240105_110000,20240105_115900,31,0,172.23.204.95,3000,2000
20240105_110000,20240105_115900,50,0,172.23.204.95,3000,2000
20240105_110000,20240105_115900,51,0,172.23.204.95,3000,2000
20240105_110000,20240105_115900,70,0,172.23.204.95,3000,2000
20240105_110000,20240105_115900,71,0,172.23.204.95,3000,2000
20240105_120000,20240105_125900,10,0,172.23.204.95,3000,2000
20240105_120000,20240105_125900,11,0,172.23.204.95,3000,2000
20240105_120000,20240105_125900,30,0,172.23.204.95,3000,2000
20240105_120000,20240105_125900,31,0,172.23.204.95,3000,2000
20240105_120000,20240105_125900,50,0,172.23.204.95,3000,2000
20240105_120000,20240105_125900,51,0,172.23.204.95,3000,2000
20240105_120000,20240105_125900,70,0,172.23.204.95,3000,2000
20240105_120000,20240105_125900,71,0,172.23.204.95,3000,2000
20240105_130000,20240105_135900,10,0,172.23.204.95,3000,2000
20240105_130000,20240105_135900,11,0,172.23.204.95,3000,2000
20240105_130000,20240105_135900,30,0,172.23.204.95,3000,2000
20240105_130000,20240105_135900,31,0,172.23.204.95,3000,2000
20240105_130000,20240105_135900,50,0,172.23.204.95,3000,2000
20240105_130000,20240105_135900,51,0,172.23.204.95,3000,2000
20240105_130000,20240105_135900,70,0,172.23.204.95,3000,2000
20240105_130000,20240105_135900,71,0,172.23.204.95,3000,2000
20240105_140000,20240105_145900,10,0,172.23.204.95,3000,2000
20240105_140000,20240105_145900,11,0,172.23.204.95,3000,2000
20240105_140000,20240105_145900,30,0,172.23.204.95,3000,2000
20240105_140000,20240105_145900,31,0,172.23.204.95,3000,2000
20240105_140000,20240105_145900,50,0,172.23.204.95,3000,2000
20240105_140000,20240105_145900,51,0,172.23.204.95,3000,2000
20240105_140000,20240105_145900,70,0,172.23.204.95,3000,2000
20240105_140000,20240105_145900,71,0,172.23.204.95,3000,2000
20240105_150000,20240105_155900,10,0,172.23.204.95,3000,2000
20240105_150000,20240105_155900,11,0,172.23.204.95,3000,2000
20240105_150000,20240105_155900,30,0,172.23.204.95,3000,2000
20240105_150000,20240105_155900,31,0,172.23.204.95,3000,2000
20240105_150000,20240105_155900,50,0,172.23.204.95,3000,2000
20240105_150000,20240105_155900,51,0,172.23.204.95,3000,2000
20240105_150000,20240105_155900,70,0,172.23.204.95,3000,2000
20240105_150000,20240105_155900,71,0,172.23.204.95,3000,2000
20240105_160000,20240105_165900,10,0,172.23.204.95,3000,2000
20240105_160000,20240105_165900,11,0,172.23.204.95,3000,2000
20240105_160000,20240105_165900,30,0,172.23.204.95,3000,2000
20240105_160000,20240105_165900,31,0,172.23.204.95,3000,2000
20240105_160000,20240105_165900,50,0,172.23.204.95,3000,2000
20240105_160000,20240105_165900,51,0,172.23.204.95,3000,2000
20240105_160000,20240105_165900,70,0,172.23.204.95,3000,2000
20240105_160000,20240105_165900,71,0,172.23.204.95,3000,2000
